day,energy_demand_kwh,cid,freight_forwarder
2022-01-19,-1.5654144647214707e-13,1251,5
2022-01-19,2.842170943040401e-14,1265,5
2022-01-20,-7.993605777301127e-14,0,1
2022-01-20,3.552713678800501e-15,2,3
2022-01-20,-1.376676550535194e-13,26,3
2022-01-20,-4.529709940470639e-14,102,5
2022-01-20,3.517186542012496e-13,502,4
2022-01-20,-1.9984014443252818e-14,745,2
2022-01-20,1.0658141036401503e-14,868,5
2022-01-20,1.0658141036401503e-14,1251,5
2022-01-20,4.263256414560601e-14,1265,5
2022-01-21,2.0894397323445446e-13,0,1
2022-01-21,0.0,4,3
2022-01-21,-1.2878587085651816e-14,26,3
2022-01-21,-3.730349362740526e-14,102,5
2022-01-21,-5.684341886080802e-14,502,4
2022-01-21,-3.019806626980426e-14,745,2
2022-01-21,-8.171241461241152e-14,868,5
2022-01-21,2.9753977059954195e-14,1251,5
2022-01-21,5.684341886080802e-14,1265,5
2022-01-22,5.3290705182007514e-14,0,1
2022-01-22,7.216449660063518e-14,102,5
2022-01-22,-1.3855583347321954e-13,502,4
2022-01-22,4.796163466380676e-14,868,5
2022-01-23,6.106226635438361e-14,102,5
2022-01-23,4.707345624410664e-14,1251,5
2022-01-24,3.752553823233029e-14,0,1
2022-01-24,-1.4210854715202004e-14,20,3
2022-01-24,-9.57012247226885e-14,26,3
2022-01-24,5.706546346573305e-14,102,5
2022-01-24,7.105427357601002e-15,502,4
2022-01-24,-4.334310688136611e-13,745,2
2022-01-24,-2.1316282072803006e-14,868,5
2022-01-24,1.971756091734278e-13,1251,5
2022-01-24,-3.552713678800501e-15,1265,5
2022-01-25,7.638334409421077e-14,0,1
2022-01-25,-3.552713678800501e-15,2,3
2022-01-25,3.552713678800501e-14,4,3
2022-01-25,-3.552713678800501e-14,20,3
2022-01-25,-1.1013412404281553e-13,26,3
2022-01-25,6.661338147750939e-15,102,5
2022-01-25,9.583445148564351e-13,502,4
2022-01-25,0.0,745,2
2022-01-25,-1.0658141036401503e-14,868,5
2022-01-25,-8.171241461241152e-14,1251,5
2022-01-25,70.61142999999987,1265,5
2022-01-26,1.1035616864774056e-13,0,1
2022-01-26,-2.1316282072803006e-14,2,3
2022-01-26,-5.1514348342607263e-14,26,3
2022-01-26,-4.9960036108132044e-14,102,5
2022-01-26,2.2515322939398175e-13,502,4
2022-01-26,5.684341886080802e-14,745,2
2022-01-26,6.394884621840902e-14,868,5
2022-01-26,2.4424906541753444e-14,1251,5
2022-01-26,-6.039613253960852e-14,1265,5
2022-01-27,-2.042810365310288e-13,0,1
2022-01-27,-8.881784197001252e-16,4,3
2022-01-27,3.552713678800501e-15,20,3
2022-01-27,-1.0391687510491465e-13,26,3
2022-01-27,1.609823385706477e-13,102,5
2022-01-27,1.1723955140041653e-13,502,4
2022-01-27,3.863576125695545e-14,745,2
2022-01-27,-3.3084646133829665e-14,868,5
2022-01-27,-1.0658141036401503e-14,1251,5
2022-01-27,2.842170943040401e-14,1265,5
2022-01-28,11.23455400000005,0,1
2022-01-28,5.684341886080802e-14,4,3
2022-01-28,2.4868995751603507e-14,20,3
2022-01-28,-6.52811138479592e-14,26,3
2022-01-28,-6.417089082333405e-14,102,5
2022-01-28,4.849454171562684e-13,502,4
2022-01-28,-4.263256414560601e-14,745,2
2022-01-28,0.0,868,5
2022-01-28,1.509903313490213e-14,1251,5
2022-01-28,-5.684341886080802e-14,1265,5
2022-01-29,-9.237055564881302e-14,0,1
2022-01-29,-1.1257661469699087e-13,102,5
2022-01-29,1.0658141036401503e-14,502,4
2022-01-29,5.3290705182007514e-14,868,5
2022-01-30,-3.7969627442180354e-14,102,5
2022-01-30,-7.105427357601002e-15,868,5
2022-01-31,1.3766765505351941e-14,0,1
2022-01-31,-1.4210854715202004e-14,2,3
2022-01-31,5.684341886080802e-14,26,3
2022-01-31,-7.704947790898586e-14,102,5
2022-01-31,-9.539036227579345e-13,502,4
2022-01-31,7.105427357601002e-14,745,2
2022-01-31,4.973799150320701e-14,868,5
2022-01-31,8.37108160567368e-14,1251,5
2022-01-31,0.0,1265,5
2022-02-01,3.446132268436486e-13,0,1
2022-02-01,3.552713678800501e-15,2,3
2022-02-01,-4.463096558993129e-14,20,3
2022-02-01,3.108624468950438e-14,26,3
2022-02-01,1.7918999617450027e-13,102,5
2022-02-01,7.882583474838611e-14,502,4
2022-02-01,5.684341886080802e-14,745,2
2022-02-01,5.684341886080802e-14,868,5
2022-02-01,-2.984279490192421e-13,1251,5
2022-02-01,-5.684341886080802e-14,1265,5
2022-02-02,2.4868995751603507e-14,0,1
2022-02-02,5.684341886080802e-14,26,3
2022-02-02,-4.1300296516055823e-14,102,5
2022-02-02,3.019806626980426e-14,502,4
2022-02-02,6.750155989720952e-14,745,2
2022-02-02,-7.105427357601002e-15,868,5
2022-02-02,2.842170943040401e-14,1251,5
2022-02-02,0.0,1265,5
2022-02-03,5.284661597215745e-14,0,1
2022-02-03,-4.618527782440651e-14,2,3
2022-02-03,1.554312234475219e-14,26,3
2022-02-03,8.282263763703668e-14,102,5
2022-02-03,5.879741138414829e-13,502,4
2022-02-03,9.947598300641403e-14,745,2
2022-02-03,2.4868995751603507e-14,868,5
2022-02-03,-5.684341886080802e-14,1251,5
2022-02-03,0.0,1265,5
2022-02-04,-1.3100631690576847e-13,0,1
2022-02-04,1.4210854715202004e-14,4,3
2022-02-04,-1.4210854715202004e-14,20,3
2022-02-04,7.505107646466058e-14,26,3
2022-02-04,9.392486788328824e-14,102,5
2022-02-04,6.825651155395462e-13,502,4
2022-02-04,-1.0436096431476471e-14,745,2
2022-02-04,1.4210854715202004e-14,868,5
2022-02-04,-2.1316282072803006e-14,1251,5
2022-02-04,0.0,1265,5
2022-02-05,-3.197442310920451e-14,0,1
2022-02-05,1.4210854715202004e-14,4,3
2022-02-05,-7.105427357601002e-14,102,5
2022-02-05,1.509903313490213e-13,502,4
2022-02-05,-5.684341886080802e-14,868,5
2022-02-05,0.0,1251,5
2022-02-06,-8.881784197001252e-16,102,5
2022-02-06,8.881784197001252e-15,868,5
2022-02-07,2.8332891588433995e-13,0,1
2022-02-07,-1.7763568394002505e-14,20,3
2022-02-07,6.750155989720952e-14,26,3
2022-02-07,1.3700152123874432e-13,102,5
2022-02-07,-5.142553050063725e-13,502,4
2022-02-07,1.3855583347321954e-13,745,2
2022-02-07,-1.4210854715202004e-14,868,5
2022-02-07,4.973799150320701e-14,1251,5
2022-02-07,8.526512829121202e-14,1265,5
2022-02-08,447.22906400000016,0,1
2022-02-08,1.4210854715202004e-14,4,3
2022-02-08,6.572520305780927e-14,26,3
2022-02-08,-1.1812772982011666e-13,102,5
2022-02-08,-1.163513729807164e-13,502,4
2022-02-08,-7.815970093361102e-14,745,2
2022-02-08,-3.197442310920451e-14,868,5
2022-02-08,-1.8474111129762605e-13,1251,5
2022-02-08,5.684341886080802e-14,1265,5
2022-02-09,172.49542999999971,0,1
2022-02-09,4.263256414560601e-14,2,3
2022-02-09,0.0,26,3
2022-02-09,-4.0190073491430667e-14,102,5
2022-02-09,1.0036416142611415e-13,502,4
2022-02-09,1.3100631690576847e-13,745,2
2022-02-09,0.0,868,5
2022-02-09,-2.842170943040401e-14,1251,5
2022-02-09,-4.263256414560601e-14,1265,5
2022-02-10,77.62775099999996,0,1
2022-02-10,2.842170943040401e-14,2,3
2022-02-10,-5.88418203051333e-14,26,3
2022-02-10,-1.7985612998927536e-14,102,5
2022-02-10,-4.973799150320701e-14,502,4
2022-02-10,9.747758156208874e-14,745,2
2022-02-10,-5.684341886080802e-14,868,5
2022-02-10,2.469136006766348e-13,1251,5
2022-02-10,1.8474111129762605e-13,1265,5
2022-02-11,-4.973799150320701e-14,2,3
2022-02-11,-1.5765166949677223e-14,20,3
2022-02-11,-8.43769498715119e-14,26,3
2022-02-11,-1.4210854715202004e-14,102,5
2022-02-11,6.88338275267597e-14,502,4
2022-02-11,3.064215547965432e-14,745,2
2022-02-11,0.0,868,5
2022-02-11,1.4210854715202004e-14,1251,5
2022-02-11,2.842170943040401e-14,1265,5
2022-02-12,-5.684341886080802e-14,20,3
2022-02-12,1.8207657603852567e-13,102,5
2022-02-12,-3.410605131648481e-13,502,4
2022-02-12,8.526512829121202e-14,745,2
2022-02-12,-1.3211653993039363e-13,868,5
2022-02-13,4.085620730620576e-14,2,3
2022-02-13,6.794564910705958e-14,102,5
2022-02-13,-2.842170943040401e-14,868,5
2022-02-14,1.3322676295501878e-14,2,3
2022-02-14,2.4868995751603507e-14,20,3
2022-02-14,5.684341886080802e-14,26,3
2022-02-14,-2.580158309228864e-13,102,5
2022-02-14,-1.1546319456101628e-13,502,4
2022-02-14,-5.728750807065808e-14,745,2
2022-02-14,4.973799150320701e-14,868,5
2022-02-14,1.0658141036401503e-13,1251,5
2022-02-14,-5.684341886080802e-14,1265,5
2022-02-15,1.5631940186722204e-13,2,3
2022-02-15,-6.195044477408373e-14,26,3
2022-02-15,-4.929390229335695e-14,102,5
2022-02-15,3.6193270602780103e-14,502,4
2022-02-15,7.815970093361102e-14,745,2
2022-02-15,-7.105427357601002e-15,868,5
2022-02-15,-1.2079226507921703e-13,1251,5
2022-02-15,2.842170943040401e-14,1265,5
2022-02-16,-4.440892098500626e-14,2,3
2022-02-16,7.105427357601002e-15,20,3
2022-02-16,-1.0658141036401503e-14,26,3
2022-02-16,3.26405569239796e-14,102,5
2022-02-16,8.526512829121202e-14,502,4
2022-02-16,-4.085620730620576e-14,745,2
2022-02-16,-1.8918200339612667e-13,868,5
2022-02-16,-1.1368683772161603e-13,1251,5
2022-02-16,0.0,1265,5
2022-02-17,3.375077994860476e-14,2,3
2022-02-17,-2.6645352591003757e-14,20,3
2022-02-17,-1.6342482922482304e-13,26,3
2022-02-17,-2.5712765250318625e-13,102,5
2022-02-17,-3.517186542012496e-13,502,4
2022-02-17,-2.1316282072803006e-14,745,2
2022-02-17,-1.1368683772161603e-13,868,5
2022-02-17,-1.1013412404281553e-13,1251,5
2022-02-17,1.4210854715202004e-14,1265,5
2022-02-18,1.3855583347321954e-13,2,3
2022-02-18,1.0658141036401503e-14,20,3
2022-02-18,-2.0872192862952943e-14,26,3
2022-02-18,7.815970093361102e-14,102,5
2022-02-18,8.748557434046234e-14,502,4
2022-02-18,3.4638958368304884e-14,745,2
2022-02-18,-2.0872192862952943e-14,868,5
2022-02-18,2.6645352591003757e-15,1251,5
2022-02-18,0.0,1265,5
2022-02-19,-1.7608137170554983e-13,102,5
2022-02-19,-1.0302869668521453e-13,502,4
2022-02-19,-1.1368683772161603e-13,868,5
2022-02-20,-6.394884621840902e-14,4,3
2022-02-20,-4.729550084903167e-14,102,5
2022-02-20,2.4868995751603507e-14,868,5
2022-02-21,-7.105427357601002e-15,2,3
2022-02-21,2.842170943040401e-14,4,3
2022-02-21,2.4868995751603507e-14,26,3
2022-02-21,-2.842170943040401e-14,102,5
2022-02-21,-5.3290705182007514e-14,502,4
2022-02-21,3.1308289294429414e-14,745,2
2022-02-21,1.0658141036401503e-14,868,5
2022-02-21,-1.4210854715202004e-14,1251,5
2022-02-21,-5.684341886080802e-14,1265,5
2022-02-22,-9.947598300641403e-14,2,3
2022-02-22,0.0,20,3
2022-02-22,2.4424906541753444e-14,26,3
2022-02-22,3.6415315207705135e-14,102,5
2022-02-22,-7.993605777301127e-15,502,4
2022-02-22,-7.993605777301127e-15,745,2
2022-02-22,-2.842170943040401e-14,868,5
2022-02-22,-1.3500311979441904e-13,1251,5
2022-02-22,0.0,1265,5
2022-02-23,-7.993605777301127e-14,2,3
2022-02-23,2.842170943040401e-14,20,3
2022-02-23,1.603162047558726e-13,26,3
2022-02-23,2.469136006766348e-13,102,5
2022-02-23,-6.750155989720952e-14,502,4
2022-02-23,1.0236256287043943e-13,745,2
2022-02-23,5.861977570020827e-14,868,5
2022-02-23,4.973799150320701e-14,1251,5
2022-02-23,5.684341886080802e-14,1265,5
2022-02-24,0.0,2,3
2022-02-24,6.750155989720952e-14,20,3
2022-02-24,-3.019806626980426e-14,26,3
2022-02-24,-5.728750807065808e-14,102,5
2022-02-24,-1.9206858326015208e-13,502,4
2022-02-24,0.0,745,2
2022-02-24,2.1316282072803006e-14,868,5
2022-02-24,4.263256414560601e-14,1251,5
2022-02-24,-8.526512829121202e-14,1265,5
2022-02-25,1.5987211554602254e-14,2,3
2022-02-25,2.575717417130363e-13,26,3
2022-02-25,9.903189379656396e-14,102,5
2022-02-25,-2.0161650127192843e-13,502,4
2022-02-25,1.199040866595169e-13,745,2
2022-02-25,4.618527782440651e-14,868,5
2022-02-25,-3.907985046680551e-14,1251,5
2022-02-25,0.0,1265,5
2022-02-26,3.108624468950438e-14,102,5
2022-02-26,2.5224267119483557e-13,502,4
2022-02-26,1.4654943925052066e-13,745,2
2022-02-26,4.884981308350689e-14,868,5
2022-02-27,-2.842170943040401e-14,868,5
2022-02-28,-2.3092638912203256e-14,2,3
2022-02-28,-1.4210854715202004e-14,4,3
2022-02-28,0.0,20,3
2022-02-28,4.263256414560601e-14,26,3
2022-02-28,-1.7985612998927536e-13,102,5
2022-02-28,6.616929226765933e-14,502,4
2022-02-28,9.059419880941277e-14,745,2
2022-02-28,-2.4868995751603507e-14,868,5
2022-02-28,1.3487019999998964,1251,5
2022-02-28,0.0,1265,5
2022-03-01,2.842170943040401e-14,2,3
2022-03-01,-2.864375403532904e-14,26,3
2022-03-01,-2.842170943040401e-14,102,5
2022-03-01,1.2811973704174306e-13,502,4
2022-03-01,6.306066779870889e-14,745,2
2022-03-01,-3.552713678800501e-15,868,5
2022-03-01,1.2093400000001324,1251,5
2022-03-01,-6.616929226765933e-14,1265,5
2022-03-02,1.1013412404281553e-13,2,3
2022-03-02,-7.37188088351104e-14,26,3
2022-03-02,-1.6342482922482304e-13,102,5
2022-03-02,3.277378368693462e-13,502,4
2022-03-02,3.552713678800501e-15,745,2
2022-03-02,-6.927791673660977e-14,868,5
2022-03-02,-1.4210854715202004e-14,1251,5
2022-03-02,-3.375077994860476e-14,1265,5
2022-03-03,-3.552713678800501e-14,2,3
2022-03-03,9.126033262418787e-14,26,3
2022-03-03,5.0182080713057076e-14,102,5
2022-03-03,1.5898393712632242e-13,502,4
2022-03-03,-2.7133850721838826e-13,745,2
2022-03-03,9.592326932761353e-14,868,5
2022-03-03,0.0,1251,5
2022-03-03,-2.1316282072803006e-14,1265,5
2022-03-04,-3.552713678800501e-14,2,3
2022-03-04,-3.552713678800501e-14,20,3
2022-03-04,1.3145040611561853e-13,26,3
2022-03-04,2.0117241206207837e-13,102,5
2022-03-04,19.84174299999995,502,4
2022-03-04,4.973799150320701e-14,745,2
2022-03-04,7.105427357601002e-14,868,5
2022-03-04,-9.947598300641403e-14,1251,5
2022-03-04,0.0,1265,5
2022-03-05,-5.595524044110789e-14,102,5
2022-03-05,0.0,502,4
2022-03-05,1.7497114868092467e-13,745,2
2022-03-05,-5.684341886080802e-14,868,5
2022-03-06,-6.94999613415348e-14,102,5
2022-03-06,-2.4868995751603507e-14,868,5
2022-03-07,-7.105427357601002e-15,2,3
2022-03-07,-7.993605777301127e-15,4,3
2022-03-07,1.9317880628477724e-14,26,3
2022-03-07,7.327471962526033e-14,102,5
2022-03-07,-4.298783551348606e-13,502,4
2022-03-07,34.242738999999915,745,2
2022-03-07,1.0658141036401503e-13,868,5
2022-03-07,7.105427357601002e-14,1251,5
2022-03-07,2.842170943040401e-14,1265,5
2022-03-08,7.815970093361102e-14,2,3
2022-03-08,2.842170943040401e-14,4,3
2022-03-08,-8.881784197001252e-16,20,3
2022-03-08,4.973799150320701e-14,26,3
2022-03-08,-2.6978419498391304e-14,102,5
2022-03-08,7.771561172376096e-14,502,4
2022-03-08,-4.6851411639181606e-14,745,2
2022-03-08,-3.552713678800501e-14,868,5
2022-03-08,-5.3290705182007514e-14,1251,5
2022-03-08,0.0,1265,5
2022-03-09,1.7763568394002505e-15,2,3
2022-03-09,3.552713678800501e-15,20,3
2022-03-09,-1.4788170688007085e-13,26,3
2022-03-09,5.1514348342607263e-14,102,5
2022-03-09,2.4580337765200966e-13,502,4
2022-03-09,2.6423307986078726e-14,745,2
2022-03-09,1.0658141036401503e-14,868,5
2022-03-09,5.684341886080802e-14,1265,5
2022-03-10,5.684341886080802e-14,2,3
2022-03-10,1.0436096431476471e-13,26,3
2022-03-10,6.17284001691587e-14,102,5
2022-03-10,-1.305622276959184e-13,502,4
2022-03-10,6.394884621840902e-14,745,2
2022-03-10,-7.105427357601002e-14,868,5
2022-03-10,5.684341886080802e-14,1265,5
2022-03-11,-6.372680161348399e-14,2,3
2022-03-11,0.0,4,3
2022-03-11,7.105427357601002e-15,20,3
2022-03-11,1.4921397450962104e-13,26,3
2022-03-11,-1.2789769243681803e-13,102,5
2022-03-11,7.914840000000091,502,4
2022-03-11,-1.0658141036401503e-13,745,2
2022-03-11,-1.1013412404281553e-13,868,5
2022-03-11,-2.842170943040401e-14,1265,5
2022-03-12,-2.6645352591003757e-13,102,5
2022-03-12,193.62763099999992,502,4
2022-03-12,5.684341886080802e-14,868,5
2022-03-13,-4.973799150320701e-14,102,5
2022-03-13,0.0,868,5
2022-03-14,7.460698725481052e-14,2,3
2022-03-14,-2.842170943040401e-14,4,3
2022-03-14,9.949550000000016,20,3
2022-03-14,1.1368683772161603e-13,26,3
2022-03-14,4.1300296516055823e-14,102,5
2022-03-14,3.05089287166993e-13,502,4
2022-03-14,6.750155989720952e-14,745,2
2022-03-14,-1.4566126083082054e-13,868,5
2022-03-14,5.684341886080802e-14,1265,5
2022-03-15,3.197442310920451e-14,2,3
2022-03-15,1.4210854715202004e-14,20,3
2022-03-15,-1.4210854715202004e-14,26,3
2022-03-15,6.394884621840902e-14,102,5
2022-03-15,0.0,502,4
2022-03-15,4.085620730620576e-14,745,2
2022-03-15,-2.2426505097428162e-14,868,5
2022-03-15,-5.684341886080802e-14,1265,5
2022-03-16,69.1867980000001,2,3
2022-03-16,2.842170943040401e-14,20,3
2022-03-16,1.0524914273446484e-13,26,3
2022-03-16,7.238654120556021e-14,102,5
2022-03-16,2.149391775674303e-13,502,4
2022-03-16,7.283063041541027e-14,745,2
2022-03-16,4.973799150320701e-14,868,5
2022-03-16,0.0,1265,5
2022-03-17,3.8413716652030416e-14,2,3
2022-03-17,7.105427357601002e-15,4,3
2022-03-17,213.4035209999999,26,3
2022-03-17,1.865174681370263e-14,102,5
2022-03-17,36.360811000000304,502,4
2022-03-17,5.129230373768223e-14,745,2
2022-03-17,-4.618527782440651e-14,868,5
2022-03-17,0.0,1265,5
2022-03-18,73.35987699999995,2,3
2022-03-18,2.351878000000232,26,3
2022-03-18,-1.4210854715202004e-14,102,5
2022-03-18,5.390200000000057,502,4
2022-03-18,-2.291500322826323e-13,745,2
2022-03-18,-4.263256414560601e-14,868,5
2022-03-18,-2.842170943040401e-14,1265,5
2022-03-19,1.1657341758564144e-13,102,5
2022-03-19,477.23462000000006,502,4
2022-03-19,8.038014698286133e-14,868,5
2022-03-20,5.329070518200751e-15,4,3
2022-03-20,2.842170943040401e-14,102,5
2022-03-20,2.4868995751603507e-14,868,5
2022-03-21,50.597391999999985,2,3
2022-03-21,1.324515,26,3
2022-03-21,4.241051954068098e-14,102,5
2022-03-21,1.0444978215673473e-12,502,4
2022-03-21,9.769962616701378e-14,745,2
2022-03-21,-1.1723955140041653e-13,868,5
2022-03-21,5.684341886080802e-14,1265,5
2022-03-22,-6.261657858885883e-14,102,5
2022-03-22,1.7763568394002505e-14,502,4
2022-03-22,6.861178292183467e-14,745,2
2022-03-22,-1.5276668818842154e-13,868,5
2022-03-22,7.105427357601002e-14,1265,5
2022-03-23,2.220446049250313e-15,102,5
2022-03-23,-2.842170943040401e-14,502,4
2022-03-23,-8.260059303211165e-14,745,2
2022-03-23,-3.197442310920451e-14,868,5
2022-03-23,0.0,1265,5
2022-03-24,5.684341886080802e-14,102,5
2022-03-24,373.27894800000007,502,4
2022-03-24,2.6290081223123707e-13,745,2
2022-03-24,8.348877145181177e-14,868,5
2022-03-24,1.3642420526593924e-12,1251,5
2022-03-24,0.0,1265,5
2022-03-25,5.329070518200751e-15,102,5
2022-03-25,437.8263089999999,502,4
2022-03-25,9.769962616701378e-15,745,2
2022-03-25,1.0835776720341528e-13,868,5
2022-03-25,5.684341886080802e-14,1251,5
2022-03-25,0.0,1265,5
2022-03-26,-9.237055564881302e-14,102,5
2022-03-26,200.6315360000001,502,4
2022-03-26,-7.815970093361102e-14,745,2
2022-03-26,0.0,868,5
2022-03-27,-5.1736392947532295e-14,102,5
2022-03-27,2.842170943040401e-14,868,5
2022-03-28,-1.2523315717771766e-13,102,5
2022-03-28,2.4202861936828413e-14,745,2
2022-03-28,-3.552713678800501e-14,868,5
2022-03-28,6.394884621840902e-14,1251,5
2022-03-28,-5.684341886080802e-14,1265,5
2022-03-29,1.5543122344752192e-15,102,5
2022-03-29,7.194245199571014e-14,745,2
2022-03-29,3.197442310920451e-14,868,5
2022-03-29,9.237055564881302e-14,1251,5
2022-03-29,-1.1368683772161603e-13,1265,5
2022-03-30,9.481304630298837e-14,102,5
2022-03-30,-1.4344081478157023e-13,745,2
2022-03-30,2.11692,868,5
2022-03-30,6.394884621840902e-14,1251,5
2022-03-30,2.842170943040401e-14,1265,5
2022-03-31,7.460698725481052e-14,102,5
2022-03-31,2.842170943040401e-14,745,2
2022-03-31,-2.842170943040401e-14,1251,5
2022-03-31,0.0,1265,5
2022-04-01,-3.3306690738754696e-14,102,5
2022-04-01,-2.1316282072803006e-14,745,2
2022-04-01,-6.927791673660977e-14,1251,5
2022-04-01,1.1368683772161603e-13,1265,5
2022-04-02,3.197442310920451e-14,102,5
2022-04-03,4.907185768843192e-14,102,5
2022-04-03,3.375077994860476e-14,1265,5
2022-04-04,9.814371537686384e-14,102,5
2022-04-04,-2.149391775674303e-13,745,2
2022-04-04,-3.552713678800501e-14,1251,5
2022-04-04,8.704148513061227e-14,1265,5
2022-04-05,-9.703349235223868e-14,102,5
2022-04-05,1.4210854715202004e-14,745,2
2022-04-05,-4.263256414560601e-14,1251,5
2022-04-05,2.842170943040401e-14,1265,5
2022-04-06,2.864375403532904e-14,102,5
2022-04-06,-1.305622276959184e-13,745,2
2022-04-06,2.842170943040401e-14,1251,5
2022-04-06,-4.973799150320701e-14,1265,5
2022-04-07,-2.842170943040401e-14,102,5
2022-04-07,-1.758593271006248e-13,745,2
2022-04-07,-7.105427357601002e-15,1251,5
2022-04-07,0.0,1265,5
2022-04-08,1.5631940186722204e-13,102,5
2022-04-08,87.82109,745,2
2022-04-08,0.0,1251,5
2022-04-08,2.842170943040401e-14,1265,5
2022-04-09,-1.1901590823981678e-13,102,5
2022-04-09,1.7161100000001248,745,2
2022-04-10,-1.0658141036401503e-14,102,5
2022-04-11,-6.217248937900877e-15,102,5
2022-04-11,1.4431450000000154,745,2
2022-04-11,-6.394884621840902e-14,1251,5
2022-04-11,-8.526512829121202e-14,1265,5
2022-04-12,1.0791367799356522e-13,102,5
2022-04-12,5.684341886080802e-14,1251,5
2022-04-12,0.0,1265,5
2022-04-13,-9.992007221626409e-14,102,5
2022-04-13,-2.4158453015843406e-13,1251,5
2022-04-13,0.0,1265,5
2022-04-14,5.129230373768223e-14,102,5
2022-04-14,-7.105427357601002e-14,1251,5
2022-04-14,0.0,1265,5
2022-04-15,-8.859579736508749e-14,102,5
2022-04-16,6.861178292183467e-14,102,5
2022-04-17,5.551115123125783e-14,102,5
2022-04-18,-1.2878587085651816e-14,102,5
2022-04-18,-1.4210854715202004e-14,868,5
2022-04-18,0.0,1251,5
2022-04-19,-3.552713678800501e-14,102,5
2022-04-19,-2.4868995751603507e-14,868,5
2022-04-19,2.1316282072803006e-14,1251,5
2022-04-19,-1.0658141036401503e-14,1265,5
2022-04-20,4.1744385725905886e-14,102,5
2022-04-20,2.200998000000027,868,5
2022-04-20,-1.1102230246251565e-14,1251,5
2022-04-20,5.684341886080802e-14,1265,5
2022-04-21,1.234568003383174e-13,102,5
2022-04-21,-1.4210854715202004e-14,868,5
2022-04-21,7.460698725481052e-14,1251,5
2022-04-21,-2.842170943040401e-14,1265,5
2022-04-22,-1.4210854715202004e-14,102,5
2022-04-22,2.6645352591003757e-14,868,5
2022-04-22,-1.4210854715202004e-14,1251,5
2022-04-22,0.0,1265,5
2022-04-23,-4.263256414560601e-14,102,5
2022-04-23,34.03339499999993,868,5
2022-04-24,-1.9539925233402755e-14,102,5
2022-04-24,0.0,1251,5
2022-04-25,-2.3092638912203256e-14,102,5
2022-04-25,-7.105427357601002e-14,1251,5
2022-04-25,3.019806626980426e-14,1265,5
2022-04-26,7.904787935331115e-14,102,5
2022-04-26,3.197442310920451e-14,1251,5
2022-04-26,-5.684341886080802e-14,1265,5
2022-04-27,4.263256414560601e-14,102,5
2022-04-27,3.241851231905457e-14,868,5
2022-04-27,5.684341886080802e-14,1251,5
2022-04-27,2.842170943040401e-14,1265,5
2022-04-28,2.842170943040401e-14,102,5
2022-04-28,4.263256414560601e-14,868,5
2022-04-28,2.842170943040401e-14,1251,5
2022-04-28,4.973799150320701e-14,1265,5
2022-04-29,2.864375403532904e-14,102,5
2022-04-29,8.881784197001252e-14,1251,5
2022-04-29,0.0,1265,5
2022-04-30,5.484501741648273e-14,102,5
2022-04-30,-9.237055564881302e-14,1251,5
2022-05-01,1.9095836023552692e-14,102,5
2022-05-02,-4.263256414560601e-14,102,5
2022-05-02,6.750155989720952e-14,1251,5
2022-05-02,0.0,1265,5
2022-05-03,1.0658141036401503e-14,102,5
2022-05-03,1.0658141036401503e-14,1251,5
2022-05-03,2.842170943040401e-14,1265,5
2022-05-04,3.907985046680551e-14,102,5
2022-05-04,1.3500311979441904e-13,1251,5
2022-05-04,2.842170943040401e-14,1265,5
2022-05-05,5.240252676230739e-14,102,5
2022-05-05,-1.4210854715202004e-14,1251,5
2022-05-05,0.0,1265,5
2022-05-06,-2.071676163950542e-13,102,5
2022-05-06,-6.750155989720952e-14,1251,5
2022-05-06,5.684341886080802e-14,1265,5
2022-05-07,-1.5765166949677223e-13,102,5
2022-05-08,8.526512829121202e-14,102,5
2022-05-08,-1.4210854715202004e-14,868,5
2022-05-08,-2.1316282072803006e-14,1251,5
2022-05-09,3.907985046680551e-14,102,5
2022-05-09,-2.842170943040401e-14,1251,5
2022-05-09,0.0,1265,5
2022-05-10,-2.0650148258027912e-14,102,5
2022-05-10,4.263256414560601e-14,1251,5
2022-05-10,0.0,1265,5
2022-05-11,-8.526512829121202e-14,102,5
2022-05-11,-3.552713678800501e-15,1251,5
2022-05-11,-8.526512829121202e-14,1265,5
2022-05-12,-3.552713678800501e-14,102,5
2022-05-12,2.1316282072803006e-14,1251,5
2022-05-12,1.1368683772161603e-13,1265,5
2022-05-13,-5.684341886080802e-14,102,5
2022-05-13,7.105427357601002e-14,1251,5
2022-05-13,-3.552713678800501e-14,1265,5
2022-05-14,4.241051954068098e-14,102,5
2022-05-15,6.23945339839338e-14,102,5
2022-05-16,9.769962616701378e-14,102,5
2022-05-16,7.105427357601002e-14,1251,5
2022-05-16,7.993605777301127e-14,1265,5
2022-05-17,3.375077994860476e-14,102,5
2022-05-17,-6.750155989720952e-14,1251,5
2022-05-17,8.526512829121202e-14,1265,5
2022-05-18,7.971401316808624e-14,102,5
2022-05-18,9.592326932761353e-14,1251,5
2022-05-18,-2.3092638912203256e-14,1265,5
2022-05-19,-2.7977620220553945e-14,102,5
2022-05-19,1.7875189999999677,1251,5
2022-05-19,-5.684341886080802e-14,1265,5
2022-05-20,-4.218847493575595e-15,102,5
2022-05-20,30.089562000000022,1251,5
2022-05-20,5.684341886080802e-14,1265,5
2022-05-21,-5.262457136723242e-14,102,5
2022-05-22,-1.4210854715202004e-14,102,5
